"","id","Serial.Number","List.Year","Date.Recorded","Address","Assessed.Value","Sale.Amount","Sales.Ratio","Property.Type","Non.Use.Code","Zone.Name","Zone.Classification","Location"
"180",180,10214,2001,2001-10-26,"170 SUNBURST RD",149800,179500,0.83454039,NA,NA,"2509G-12","N4",c(-73.2236288, 41.2207775)
"181",181,10215,2001,2001-10-26,"90 BEARDSLEY PARK TER",69511,138000,0.503702899,NA,NA,"2007-30","NX1",c(-73.1803902, 41.2083757)
"182",182,10215,2010,2010-11-24,"120 HOLLISTER AVENUE",95800,125000,0.7664,"Single Family",NA,"651-5","NX2",c(-73.1595567, 41.1766238)
"183",183,10216,2001,2001-10-26,"423-425 WELLS ST",280800,310000,0.905806452,NA,NA,"2111-20A","NX2",c(-73.1990803, 41.196272)
"184",184,10216,2010,2010-11-24,"92-94 ASHLEY STREET",223150,85000,2.625294118,"Two Family","25","2003-27","NX1",c(-73.1850599, 41.204563)
"185",185,10218,2001,2001-10-29,"129 COLUMBIA ST",43670,36000,1.213055556,NA,NA,"405-18","NX2",c(-73.195848, 41.1671369)
"186",186,10219,2001,2001-10-29,"176 MORNINGSIDE DR",71050,150000,0.473666667,NA,NA,"2223-4A","NX1",c(-73.2052756, 41.2018202)
"187",187,10219,2010,2010-11-29,"28-30 CALVIN AVENUE",209310,235000,0.890680851,"Two Family",NA,"1356-4","NX1",c(-73.210557, 41.185907)
"188",188,10220,2001,2001-10-29,"332-336 HIGH RDG DR",73430,139900,0.524874911,NA,NA,"2293-5","N2",c(-73.213758, 41.194645)
"189",189,10220,2010,2010-11-29,"969 LAKESIDE DRIVE",215760,206100,1.046870451,"Single Family","14","2640-20","N4",c(-73.2105175, 41.2198481)
"190",190,10222,2010,2010-11-29,"674 SYLVAN AVENUE",159720,205000,0.779121951,"Single Family",NA,"2728-12","N2",c(-73.1884957, 41.2114269)
"191",191,10223,2001,2001-10-29,"546-548 CARROLL AVE",50821,89900,0.565305895,NA,"16","710-6","NX2",c(-73.1636566, 41.180125)
"192",192,10223,2010,2010-11-30,"200 WOODMAONT AVE UNIT 100",109380,128000,0.85453125,"Condo","18","2316-42","N4",c(-73.2157517, 41.2144211)
"193",193,10224,2010,2010-11-30,"420 WOOD AVENUE",147050,65000,2.262307692,"Three Family","14","1116-2","NX1",c(-73.2079194, 41.1787123)
"194",194,10225,2010,2010-11-30,"59 RENNELL STREET #49",937030,18000,52.05722222,NA,"25","412-9","NX3",c(-73.19525, 41.16474)
"195",195,10226,2010,2010-11-20,"65-69 SMITH STREET",168540,76000,2.217631579,"Three Family","14","619-6","NX3",c(-73.1692201, 41.1751911)
"196",196,10228,2001,2001-10-26,"255-445 IRANISTAN AVE",3017700,22000,137.1681818,NA,"6","429-10","NX3",c(-73.1993959, 41.164985)
"197",197,10228,2010,2010-11-30,"71 PARK DRIVE",164300,2e+05,0.8215,"Single Family",NA,"2609-23","N4",c(-73.2143406, 41.219276)
"198",198,10229,2001,2001-10-29,"120 HUNTINGTON TPKE 606",18200,31500,0.577777778,NA,NA,"2860-5","N2",c(-73.1765657, 41.2121483)
"199",199,10229,2010,2010-11-30,"95 MARION STREET",218670,165000,1.325272727,"Three Family","14","2214-36","NX1",c(-73.2037008, 41.1985553)
"200",200,10230,2010,2010-11-30,"6 OAK STREET",132060,32000,4.126875,"Two Family","25","1040-3","NX2",c(-73.1989135, 41.1846837)
"201",201,10232,2001,2001-10-30,"198 SUNRISE TER",32883,45000,0.730733333,NA,NA,"2375-38","N4",c(-73.2181332, 41.2134822)
"202",202,10233,2001,2001-10-30,"3200 PARK AVE 11 E",95812,242000,0.395917355,NA,NA,"2256A-29C","NX4",c(-73.2206265, 41.2010355)
"203",203,10233,2010,2010-12-01,"516 LEXINGTON  AV UNIT 203",41290,48000,0.860208333,"Condo",NA,"1007-2","NX2",c(-73.2030359, 41.1855984)
"204",204,10234,2001,2001-10-30,"62 SIMS ST",3017700,27000,111.7666667,NA,"6","429-10","NX3",c(-73.1997783, 41.1661469)
"205",205,10235,2010,2010-12-01,"66 ELMWOOD AVENUE",227800,620000,0.367419355,NA,NA,"1123-8","NX1",c(-73.2082133, 41.1772152)
"206",206,10240,2010,2010-12-02,"175 GROVE STREET",94590,75000,1.2612,"Single Family","14","1127-11B","NX1",c(-73.2071003, 41.1763877)
"207",207,10244,2010,2010-12-02,"2600 PARK AVE UNIT #9F",60980,80000,0.76225,"Condo",NA,"2294-18A","RX2",c(-73.21504, 41.19333)
"208",208,10245,2001,2001-10-31,"106 POND ST",21280,18000,1.182222222,NA,"14","2445-14","N2",c(-73.1951818, 41.2058557)
"209",209,10247,2001,2001-10-31,"65 EVERETT ST",27664,214000,0.129271028,NA,"7","2245-23A","N2",c(-73.212945, 41.1989868)
"210",210,10247,2010,2010-12-02,"141 HERKIMER STREET",187260,95000,1.971157895,"Two Family","11","1421-38","NX1",c(-73.2073335, 41.1852891)
"211",211,10248,2010,2010-12-02,"827-829 BRIARWOOD AVE",166560,245000,0.679836735,"Two Family",NA,"1301-21","N1",c(-73.218434, 41.1788582)
"212",212,10249,2001,2001-10-31,"66 STOEHRS PL",78540,135000,0.581777778,NA,NA,"2305-4","N2",c(-73.2110779, 41.2109806)
"213",213,10249,2010,2010-12-02,"253 BRETTON STREET",136210,185000,0.73627027,"Single Family",NA,"2284-25","N4",c(-73.2156447, 41.2035617)
"214",214,10250,2010,2010-12-02,"416 GREGORY STREET",192030,87000,2.207241379,"Three Family","14","404-5","NX2",c(-73.1944668, 41.1669302)
"215",215,10253,2010,2010-12-06,"37A NOB HILL CIRCLE",47330,35000,1.352285714,"Condo","25","2036-50A","NX3",c(-73.1735112, 41.2089721)
"216",216,10254,2010,2010-12-06,"1187 PARK AVENUE",168220,1e+05,1.6822,"Two Family","18","1135-22","NX2",c(-73.2007619, 41.1769789)
"217",217,10255,2010,2010-12-06,"345 BURNSFORD AVENUE",145880,129000,1.130852713,"Single Family","14","2335-20","N2",c(-73.2145833, 41.2078434)
"218",218,10256,2010,2010-12-06,"1187-1189 NOBLE AVE",165910,89900,1.845494994,"Two Family","14","1665-14","NX2",c(-73.183997, 41.197974)
"219",219,10257,2001,2001-11-01,"38 AMOS ST",93870,160000,0.5866875,NA,NA,"2406-6","NX1",c(-73.2040379, 41.2054487)
"220",220,10257,2010,2010-12-06,"27 CAMPBELL RD",172780,230000,0.751217391,"Single Family",NA,"2543-8A","N4",c(-73.2384089, 41.225867)
"221",221,10258,2001,2001-11-01,"285 FOLINO DR",127120,260000,0.488923077,NA,NA,"2575-78","N4",c(-73.2363276, 41.2240125)
"222",222,10258,2010,2010-12-23,"378-380 MAPLE STREET",136000,136000,1,"Three Family","14","1760-13","NX2",c(-73.1819843, 41.1881533)
"223",223,10259,2010,2010-12-06,"60 BAKER ST",139230,106000,1.313490566,"Single Family","25","2263-6","N2",c(-73.2175917, 41.203996)
"224",224,10262,2001,2001-11-01,"38 WOODLAND AVE",101570,230000,0.441608696,NA,NA,"111-29","NX1",c(-73.2244422, 41.1548571)
"225",225,10263,2001,2001-11-01,"3326 MADISON AVE",90790,160000,0.5674375,NA,NA,"2511-87","N4",c(-73.2255809, 41.2189691)
"226",226,10264,2001,2001-11-01,"225 ANTON ST",80850,173900,0.464922369,NA,NA,"2550-56","N4",c(-73.2196518, 41.217719)
"227",227,10265,2001,2001-11-01,"3200 MADISON AVE C 17",56000,91900,0.609357998,NA,NA,"2511-3K","NX3",c(-73.2268643, 41.2178187)
"228",228,10265,2010,2010-12-09,"113-115 SAVOY STREET",237060,212500,1.115576471,"Three Family","25","2232-38","NX1",c(-73.2074381, 41.204155)
"229",229,10266,2001,2001-11-01,"50 GREENHOUSE RD 18B",47250,115000,0.410869565,NA,NA,"2509G-40A","NX3",c(-73.2214521, 41.2188348)
"230",230,10266,2010,2010-12-09,"69 WATERMAN STREET",3931360,23000,170.9286957,NA,"25","714-23","NX3",c(-73.1584942, 41.1820477)
"231",231,10267,2001,2001-11-01,"69 KINGSBURY RD 15",19180,47800,0.40125523,NA,NA,"2032-6K","NX1",c(-73.1783253, 41.2048883)
"232",232,10270,2001,2001-11-01,"655 PLATT ST",86450,127900,0.675918686,NA,NA,"2450-5","N4",c(-73.203344, 41.2144018)
"233",233,10270,2010,2010-12-13,"154-160 GEORGE ST",272000,150000,1.813333333,"Four Family","25","1022-5","NX2",c(-73.19676, 41.187138)
"234",234,10271,2001,2001-11-01,"858 RESERVOIR AVE",20216,12500,1.61728,NA,"14","2707-4","N2",c(-73.1914029, 41.2122921)
"235",235,10271,2010,2010-12-13,"2077 BOSTON AVE",105520,115000,0.917565217,NA,NA,"1922-21","MX2",c(-73.1559884, 41.1929028)
"236",236,10272,2010,2010-12-13,"844 COLORADO AVE",182210,226500,0.804459161,"Two Family",NA,"1200-5","NX2",c(-73.2154795, 41.1778727)
"237",237,10273,2001,2001-11-01,"2675 PARK AVE 9",108500,185000,0.586486486,NA,NA,"1349-1B","RX2",c(-73.21739, 41.19361)
"238",238,10274,2010,2010-12-13,"120 HERKIMER STREET",184120,115500,1.594112554,"Two Family","14","1422-7","NX1",c(-73.2072163, 41.1857057)
"239",239,10275,2010,2010-12-13,"74 SIMS STREET",7568480,57000,132.7803509,NA,"25","429-10","NX3",c(-73.19988, 41.16588)
"240",240,10276,2001,2001-11-01,"928 QUEEN ST",89880,148000,0.607297297,NA,NA,"2342-5A","N2",c(-73.2251838, 41.205713)
"241",241,10277,2001,2001-11-02,"150 GREENFIELD DR",109201,182825,0.597297963,NA,NA,"2249-2A","N2",c(-73.2161732, 41.1996164)
"242",242,10278,2010,2010-12-13,"370 HIGH RIDGE DRIVE",78610,92500,0.849837838,"Single Family","25","2293-4A","N2",c(-73.2140318, 41.1949073)
"243",243,10279,2001,2001-11-02,"223 5 COTTAGE ST",52710,144500,0.364775087,NA,NA,"1156-14K","RX2",c(-73.1971435, 41.1726522)
"244",244,10281,2010,2010-12-13,"185-187 BUNNELL STREET",170190,61000,2.79,"Three Family","14","736-25","NX2",c(-73.167505, 41.180615)
"245",245,10282,2001,2001-11-02,"170 HAWTHORNE ST 3B",33880,63900,0.530203443,NA,NA,"2002-16K","NX3",c(-73.1844714, 41.2036316)
"246",246,10282,2010,2010-12-14,"519 CONNECTICUT AVE APT #3",3931360,27000,145.6059259,NA,"25","736-17","NX2",c(-73.1677679, 41.1797447)
"247",247,10283,2010,2010-12-14,"425 PEQUONNOCK STREET",132880,4500,29.52888889,NA,"14","1029-1","P1",c(-73.2024226, 41.1819109)
"248",248,10284,2010,2010-12-14,"44 COURT D BLDG 71",3449400,32000,107.79375,NA,"25","1939-54","NX3",c(-73.1591731, 41.2013358)
"249",249,10285,2010,2010-12-14,"400-404 HANOVER STREET",192880,120550,1.6,"Three Family","25","1149-4A","NX2",c(-73.204119, 41.171172)
"250",250,10286,2001,2001-11-02,"110 CHAPEL ST",52486,82000,0.640073171,NA,NA,"908-8A","RX1",c(-73.192143, 41.1811472)
"251",251,10286,2010,2010-12-14,"64 SYLVAN STREET",108260,75000,1.443466667,"Single Family","25","2796-43","N2",c(-73.1850651, 41.2198535)
"252",252,10287,2010,2010-12-14,"84-86 MAGNOLIA STREET",225680,135000,1.671703704,"Two Family","14","2012-27","N2",c(-73.1823812, 41.2035207)
"253",253,10288,2001,2001-11-02,"2612 NORTH AVE B 20",73500,136500,0.538461538,NA,NA,"1301-5K","NX3",c(-73.2202355, 41.177124)
"254",254,10288,2010,2010-12-14,"1385 OLD TOWN RD",123750,137800,0.898040639,"Condo","25","2778B-31A","N4",c(-73.1992237, 41.2279805)
"255",255,10290,2001,2001-11-05,"54 HARLEM AVE",80080,154000,0.52,NA,NA,"2224-17","N1",c(-73.2065294, 41.2016691)
"256",256,10291,2010,2010-12-15,"35-37 PRISCILLA CIRCLE",160000,101000,1.584158416,"Two Family","25","2862-39","N2",c(-73.1717415, 41.212543)
"257",257,10292,2001,2001-11-05,"491-493 FAIRVIEW AVE",115291,240000,0.480379167,NA,NA,"2224-32","NX1",c(-73.208309, 41.201925)
"258",258,10294,2010,2010-12-15,"75 SERPENTINE DRIVE",126900,125000,1.0152,"Single Family","14","2507A-28","N4",c(-73.2220502, 41.2241109)
"259",259,10297,2001,2001-11-06,"35 KENT ST",82670,140000,0.5905,NA,NA,"2027-15A","NX1",c(-73.1790051, 41.2015158)
"260",260,10300,2001,2001-11-06,"505-507 PARK ST",77000,145000,0.531034483,NA,NA,"1611-7B","NX2",c(-73.1831062, 41.1943465)
"261",261,10301,2010,2010-12-16,"35 DIVISION STREET",146440,215000,0.681116279,"Single Family",NA,"2769-1A","P2",c(-73.19071, 41.21705)
"262",262,10302,2010,2010-12-16,"28-30 HIGGINS AVENUE",138620,202000,0.686237624,"Two Family",NA,"2412-13","N1",c(-73.206267, 41.209659)
"263",263,10303,2001,2001-11-07,"386 FAIRVIEW AVE",102271,80000,1.2783875,NA,NA,"2231-11","NX1",c(-73.2066438, 41.2027951)
"264",264,10306,2010,2010-12-20,"515-517 WASHINGTON AVE",433060,150000,2.887066667,NA,"25","1051-16","RX2",c(-73.1950468, 41.1816697)
"265",265,10307,2001,2001-11-08,"335 WELLS ST 20P",7840,2400,3.266666667,NA,"14","2101-36","NX2",c(-73.19832, 41.19481)
"266",266,10308,2001,2001-11-08,"91 FEDERAL ST",94290,152500,0.618295082,NA,NA,"1405-20","RX1",c(-73.2011971, 41.1950132)
"267",267,10308,2010,2010-12-20,"360-362 UNION AVENUE",197110,7000,28.15857143,"Three Family","7","633-10","NX2",c(-73.163779, 41.1769)
"268",268,10310,2010,2010-12-20,"111-115 SMITH STREET",176640,76000,2.324210526,"Three Family","14","618-4","NX3",c(-73.1684727, 41.174966)
"269",269,10311,2010,2010-12-20,"41 SMITH STREET",170040,40000,4.251,NA,"14","619-2","RX2",c(-73.1697988, 41.1753168)
"270",270,10315,2001,2001-11-09,"2743 FFLD AVE",221130,50000,4.4226,NA,"25","226-1","NX3",c(-73.2247817, 41.1584087)
"271",271,10316,2001,2001-11-09,"117 NORTHFIELD ST",73780,122500,0.602285714,NA,NA,"2256-27","N2",c(-73.2192703, 41.2024577)
"272",272,10317,2001,2001-11-13,"1237-1239 NOBLE AVE",71750,190000,0.377631579,NA,"1","1668-13","NX2",c(-73.1841803, 41.1986483)
"273",273,10318,2001,2001-11-13,"567 PEET ST 7",33040,79900,0.413516896,NA,NA,"2370-1A","NX3",c(-73.2201451, 41.2121518)
"274",274,10319,2001,2001-11-13,"164 VIRGINIA AVE 303A",17500,28500,0.614035088,NA,NA,"2036-50A","NX3",c(-73.175109, 41.2108581)
"275",275,10319,2010,2010-12-21,"1362 SEAVIEW AVE 7 358-360 FIF",39030,30000,1.301,NA,"1","737-3","RX1",c(-73.1711645, 41.1816523)
"276",276,10320,2010,2010-12-21,"1380 SEAVIEW AVENUE",122510,150000,0.816733333,NA,NA,"737-2","RX1",c(-73.1710832, 41.1817376)
"277",277,10321,2010,2010-12-21,"90 HORACE STREET",100620,98000,1.026734694,"Single Family","25","2024-11B","NX1",c(-73.1778296, 41.1994875)
"278",278,10323,2001,2001-11-13,"312 N BISHOP AVE",687960,43000,15.99906977,NA,"25","1931-20","NX3",c(-73.1556722, 41.197041)
"279",279,10323,2010,2010-12-22,"73 PIXLEE PLACE",143760,118000,1.218305085,"Two Family","11","1840-35","NX1",c(-73.1602334, 41.1895128)
"280",280,10324,2001,2001-11-13,"312 N BISHOP AVE",687960,9500,72.41684211,NA,"25","1931-20","NX3",c(-73.1556722, 41.197041)
"281",281,10324,2010,2010-12-22,"1024-1026 CENTRAL AVE",138730,80664,1.719850243,"Two Family","14","731-17","NX2",c(-73.1659652, 41.18122)
"282",282,10326,2001,2001-11-13,"90-96 TOM THUMB ST",61670,179900,0.342801556,NA,NA,"1403-4","NX2",c(-73.1990752, 41.1917734)
"283",283,10327,2010,2010-12-22,"203-205 PRISCILLA STREET",157180,120000,1.309833333,"Two Family","25","2862-18","N2",c(-73.17402, 41.211783)
"284",284,10328,2010,2010-12-22,"317 SYLVAN STREET",147300,214900,0.685435086,"Two Family",NA,"2785-47","N2",c(-73.1859388, 41.2194617)
"285",285,10329,2001,2001-11-07,"132 RENNELL ST",42114,92000,0.45776087,NA,NA,"408-14","NX2",c(-73.1953098, 41.1658606)
"286",286,10330,2001,2001-11-07,"14-16 EVERGREEN ST",74760,139500,0.535913978,NA,NA,"1518-5B","CX",c(-73.192933, 41.195573)
"287",287,10330,2010,2010-12-21,"155 BREWSTER ST #2D",143870,149000,0.96557047,"Condo",NA,"115-16A","NX3",c(-73.2197128, 41.1538453)
"288",288,10333,2001,2001-11-09,"45 STEVENS ST 3 11 F",29680,45000,0.659555556,NA,NA,"2410-59X","NX3",c(-73.2041652, 41.2079807)
"289",289,10334,2001,2001-11-09,"45 CONCORD ST",58333,105013,0.555483607,NA,"13","2015-6","NX1",c(-73.1830814, 41.20091)
"290",290,10335,2001,2001-11-09,"868 WOODLAWN AVE",55370,28000,1.9775,NA,"14","2758-20","N2",c(-73.2009767, 41.2139355)
"291",291,10335,2010,2010-12-23,"350 GROVERS AVE UNIT 9B",179630,144523,1.242916352,"Condo","18","122-1","NX1",c(-73.2233691, 41.1533929)
"292",292,10336,2010,2010-12-23,"109 LOUISIANA AVENUE",82280,50000,1.6456,"Condo","14","2038-15A","NX3",c(-73.176764, 41.2097422)
"293",293,10337,2001,2001-11-08,"385 BROOKS ST",83231,148500,0.560478114,NA,NA,"1736-10","NX2",c(-73.1796368, 41.1913802)
"294",294,10337,2010,2010-12-23,"303 HARRAL AVENUE",168350,95000,1.772105263,"Three Family","14","1037-21","NX2",c(-73.1985097, 41.1814934)
"295",295,10339,2010,2010-12-30,"24 FREMONT STREET",95460,50000,1.9092,"Single Family","25","1141-9","NX1",c(-73.2033047, 41.1731517)
"296",296,10341,2001,2001-11-14,"168 ROBERT ST",55861,107000,0.522065421,NA,NA,"2708-7D","N2",c(-73.194147, 41.2102548)
"297",297,10341,2010,2010-12-23,"1107-1113 STRATFORD AVE",195020,155000,1.258193548,NA,"25","705-10","NX3",c(-73.1681337, 41.177741)
"298",298,10342,2010,2010-12-23,"543-545 CAPITAL AVENUE",173440,143000,1.212867133,"Three Family","15","1414-28","NX1",c(-73.200901, 41.196138)
"299",299,10343,2010,2010-12-23,"120 EAST AVENUE",138190,69000,2.002753623,"Two Family","14","1834-10","I",c(-73.1577531, 41.1875669)
"300",300,10345,2001,2001-11-14,"372 HANOVER ST",64782,146600,0.441896317,NA,NA,"1149-4J","NX2",c(-73.2039242, 41.1714824)
"301",301,10346,2010,2010-12-08,"516-518 BROOKS ST",178070,64000,2.78234375,"Two Family","14","1721-3","NX2",c(-73.1790539, 41.193072)
"302",302,10351,2001,2001-11-14,"47-51 PALISADE AVE",65380,85000,0.769176471,NA,NA,"1909-21","NX2",c(-73.166887, 41.194239)
"303",303,10353,2001,2001-11-15,"1421-1437 FAIRFIELD AVE",337994,695000,0.486322302,NA,NA,"1227-1","MX1",c(-73.210524, 41.1724033)
"304",304,10356,2001,2001-11-15,"695 THORME ST",80920,110900,0.729666366,NA,NA,"2263-11","N2",c(-73.2177242, 41.2043386)
"305",305,10358,2001,2001-11-15,"337 BROOKS ST",48465,79900,0.606570713,NA,NA,"1745-8","NX2",c(-73.179672, 41.1907113)
"306",306,10359,2001,2001-11-15,"280 ALBA AVE",93660,1e+05,0.9366,NA,"1","2765-3Y","N2",c(-73.1974012, 41.2157563)
"307",307,10360,2001,2001-11-16,"2743 FFLD AVE",NA,52000,0,NA,"25","226-1","NX3",c(-73.2247817, 41.1584087)
"308",308,10361,2001,2001-11-15,"145 POPLAR ST",61880,60000,1.031333333,NA,"1","1215-40","NX2",c(-73.2138719, 41.1730614)
"309",309,10362,2001,2001-11-16,"445 INDIAN AVE",68110,119900,0.568056714,NA,NA,"2703-30","N2",c(-73.19528, 41.2095403)
"310",310,10363,2001,2001-11-16,"312 N BISHOP AVE",687960,18000,38.22,NA,"25","1931-20","NX3",c(-73.1556722, 41.197041)
"311",311,10365,2001,2001-11-16,"312 N BISHOP AVE",687960,38500,17.86909091,NA,"25","1931-20","NX3",c(-73.1556722, 41.197041)
"312",312,10367,2001,2001-11-16,"454 SUCCESS AVE",560840,10500,53.41333333,NA,"25","1932-1","NX3",c(-73.15607, 41.19895)
"313",313,10368,2001,2001-11-16,"454 SUCCESS AVE",560840,10500,53.41333333,NA,"25","1932-1","NX3",c(-73.15607, 41.19895)
"314",314,10371,2001,2001-11-16,"312 N BISHOP AVE",687960,16500,41.69454545,NA,"25","1931-20","NX3",c(-73.1556722, 41.197041)
"315",315,10372,2001,2001-11-16,"4 KATHRYN DR",38294,182900,0.209371241,NA,"7","2828-20","N4",c(-73.1629578, 41.2176943)
"316",316,10376,2001,2001-11-16,"7 TERESA PL",44800,108000,0.414814815,NA,NA,"2510-16B","NX3",c(-73.2261, 41.21152)
"317",317,10380,2001,2001-11-16,"136 KENNEDY DR",38500,102500,0.375609756,NA,NA,"2511-13B","NX3",c(-73.2220242, 41.2147514)
"318",318,10384,2001,2001-11-16,"281 STILLMAN ST",53900,105000,0.513333333,NA,NA,"1662-7","NX2",c(-73.1828723, 41.1928143)
"319",319,10387,2001,2001-11-18,"234 PALISADES AVE",82251,145000,0.567248276,NA,NA,"1913-2A","NX2",c(-73.1653822, 41.1965812)
"320",320,10392,2001,2001-11-19,"25 ASIA CIR",68061,210791,0.322883804,NA,"7","2828-30","N4",c(-73.1639644, 41.2191837)
"321",321,10393,2001,2001-11-19,"1575 BOSTON AVE C 2",10640,22500,0.472888889,NA,NA,"1927-9","NX3",c(-73.1644201, 41.1937452)
"322",322,10394,2001,2001-11-19,"350 GROVERS AVE 8E",62334,158000,0.394518987,NA,NA,"122-1","NX1",c(-73.2233691, 41.1533929)
"323",323,10395,2001,2001-11-19,"2612 NORTH AVE B24",59954,143000,0.419258741,NA,NA,"1301-5K","NX3",c(-73.2202355, 41.177124)
"324",324,10399,2001,2001-11-20,"65 STEUBEN ST 7",25593,69900,0.366137339,NA,NA,"821-5K","NX3",c(-73.1799957, 41.1824861)
"325",325,10404,2001,2001-11-20,"18 KATHRYN DR",93730,154900,0.605100065,NA,"7","2828-21","N4",c(-73.1630108, 41.217868)
"326",326,10407,2001,2001-11-20,"120 HUNTINGTON TPKE 806",18200,19000,0.957894737,NA,NA,"2860-5","N2",c(-73.1765657, 41.2121483)
"327",327,10409,2001,2001-11-20,"1184-1186 PARK AVE",48966,150000,0.32644,NA,NA,"1058-1","NX2",c(-73.2002437, 41.1772511)
"328",328,10413,2001,2001-11-21,"1497 WOOD AVE",91070,163000,0.558711656,NA,NA,"1348-4A","NX1",c(-73.2194481, 41.1906515)
"329",329,10414,2001,2001-11-21,"149-151 ALFRED ST",80291,215000,0.373446512,NA,NA,"236-31","NX1",c(-73.2279162, 41.1595583)
"330",330,10416,2001,2001-11-21,"59 RENNELL ST 42",297290,10000,29.729,NA,"25","412-8","NX3",c(-73.1949982, 41.1649011)
"331",331,10417,2001,2001-11-21,"286 SAVOY ST",98840,165000,0.599030303,NA,NA,"2266-4A","N2",c(-73.210672, 41.2040672)
"332",332,10418,2001,2001-11-21,"3000 MADISON AVE H",23100,68900,0.335268505,NA,NA,"2511-6A","NX3",c(-73.2271494, 41.2152416)
"333",333,10419,2001,2001-11-21,"252 SEASIDE AVE",127121,235000,0.540940426,NA,NA,"119-5","N2",c(-73.2295622, 41.1522823)
"334",334,10420,2001,2001-11-20,"2600 PARK AVE 6J",15960,44000,0.362727273,NA,NA,"2294-18A","RX2",c(-73.21504, 41.19333)
"335",335,10421,2001,2001-11-21,"29 HOLLAND RD",93730,185000,0.506648649,NA,NA,"2805-80A","N4",c(-73.1670279, 41.2219888)
"336",336,10422,2001,2001-11-21,"216-220 WHITNEY AVE",92610,77800,1.190359897,NA,"10","2109-10","NX1",c(-73.197928, 41.196647)
"337",337,10423,2001,2001-11-21,"216-220 WHITNEY AVE",92610,NA,0,NA,"10","2109-10","NX1",c(-73.197928, 41.196647)
"338",338,10425,2001,2001-11-21,"71 LORRAINE TER",88620,172000,0.515232558,NA,NA,"1314-20","NX1",c(-73.2087431, 41.1835302)
"339",339,10427,2001,2001-11-26,"529 OGDEN ST",40950,109500,0.373972603,NA,NA,"1732-5","NX2",c(-73.1792436, 41.1917086)
"340",340,10431,2001,2001-11-27,"454 SUCCESS AVE",1035440,35000,29.584,NA,"25","1932-1","NX3",c(-73.15607, 41.19895)
"341",341,10432,2001,2001-11-27,"45-47 SCOFIELD AVE",101640,118000,0.861355932,NA,"14","229-21","RX1",c(-73.22489, 41.16009)
"342",342,10433,2001,2001-11-27,"161 FRENCH ST",57610,1e+05,0.5761,NA,NA,"2105-42X","NX1",c(-73.196488, 41.1972873)
"343",343,10435,2001,2001-11-21,"95-97 ANSON ST",101361,175000,0.579205714,NA,"3","2116-12","NX1",c(-73.200825, 41.199368)
"344",344,10437,2001,2001-11-27,"126 WHITTIER ST",80850,135000,0.598888889,NA,NA,"208-36","NX2",c(-73.2222694, 41.1647109)
"345",345,10437,2010,2010-12-23,"125-127 LINEN AVENUE",185340,40000,4.6335,NA,"25","1015-17","NX2",c(-73.2012543, 41.1836157)
"346",346,10438,2001,2001-11-21,"255-445 IRANISTAN AVE",3017700,30000,100.59,NA,"25","429-10","NX3",c(-73.1993959, 41.164985)
"347",347,10438,2010,2010-12-28,"1492 FAIRFIELD AVE",129700,180000,0.720555556,NA,NA,"1214-25A","RX1",c(-73.2118114, 41.1721708)
"348",348,10439,2001,2001-11-27,"134 SUMMERFIELD AVE",67620,179900,0.375875486,NA,NA,"1826-17","NX1",c(-73.1618072, 41.1893953)
"349",349,10439,2010,2010-12-29,"13-17 LINEN AVENUE",147900,180000,0.821666667,"Three Family",NA,"1014-15","NX2",c(-73.2017149, 41.1821569)
